timestamp,fecha,hora,minuto,dia_semana,es_fin_semana,parking_id,parking_nombre,tipo,capacidad,libres,ocupados,pct_ocupacion,estado
2026-05-16 01:00:00,2026-05-16,1,0,5,1,CA,Camas,comercial,250,213,37,0.1488,LIBRE
2026-05-16 01:00:00,2026-05-16,1,0,5,1,PA,El Palo,playa,120,91,29,0.2421,LIBRE
2026-05-16 01:00:00,2026-05-16,1,0,5,1,AN,Av. de Andalucía,comercial,550,465,85,0.1538,LIBRE
2026-05-16 01:00:00,2026-05-16,1,0,5,1,TE,Tejón y Rodríguez,centro,100,88,12,0.1205,LIBRE
2026-05-16 01:00:00,2026-05-16,1,0,5,1,AL,Alcazaba,centro,200,164,36,0.1804,LIBRE
2026-05-16 01:00:00,2026-05-16,1,0,5,1,SJ,San Juan de la Cruz,comercial,450,372,78,0.1723,LIBRE
2026-05-16 01:00:00,2026-05-16,1,0,5,1,CY,Carlos Haya,hospital,400,316,84,0.2101,LIBRE
2026-05-16 01:00:00,2026-05-16,1,0,5,1,PB,Pío Baroja,playa,200,162,38,0.191,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,CE,Cervantes,centro,400,335,65,0.1629,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,MA,Pz. de la Marina,centro,180,164,16,0.0873,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,CA,Camas,comercial,250,237,13,0.0536,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,PA,El Palo,playa,120,96,24,0.1993,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,AN,Av. de Andalucía,comercial,550,495,55,0.0998,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,TE,Tejón y Rodríguez,centro,100,87,13,0.1302,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,AL,Alcazaba,centro,200,167,33,0.1669,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,SJ,San Juan de la Cruz,comercial,450,403,47,0.1052,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,CY,Carlos Haya,hospital,400,318,82,0.2042,LIBRE
2026-05-16 01:30:00,2026-05-16,1,30,5,1,PB,Pío Baroja,playa,200,169,31,0.1537,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,CE,Cervantes,centro,400,347,53,0.1329,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,MA,Pz. de la Marina,centro,180,167,13,0.0748,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,CA,Camas,comercial,250,237,13,0.0524,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,PA,El Palo,playa,120,97,23,0.19,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,AN,Av. de Andalucía,comercial,550,496,54,0.0978,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,TE,Tejón y Rodríguez,centro,100,88,12,0.1209,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,AL,Alcazaba,centro,200,169,31,0.1541,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,SJ,San Juan de la Cruz,comercial,450,406,44,0.0976,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,CY,Carlos Haya,hospital,400,337,63,0.1573,LIBRE
2026-05-16 02:00:00,2026-05-16,2,0,5,1,PB,Pío Baroja,playa,200,176,24,0.1196,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,CE,Cervantes,centro,400,359,41,0.1023,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,MA,Pz. de la Marina,centro,180,165,15,0.0858,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,CA,Camas,comercial,250,239,11,0.0424,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,PA,El Palo,playa,120,93,27,0.2214,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,AN,Av. de Andalucía,comercial,550,517,33,0.06,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,TE,Tejón y Rodríguez,centro,100,92,8,0.0782,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,AL,Alcazaba,centro,200,170,30,0.1481,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,SJ,San Juan de la Cruz,comercial,450,398,52,0.1158,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,CY,Carlos Haya,hospital,400,339,61,0.1527,LIBRE
2026-05-16 02:30:00,2026-05-16,2,30,5,1,PB,Pío Baroja,playa,200,173,27,0.1346,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,CE,Cervantes,centro,400,350,50,0.1253,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,MA,Pz. de la Marina,centro,180,166,14,0.0757,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,CA,Camas,comercial,250,245,5,0.02,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,PA,El Palo,playa,120,100,20,0.1657,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,AN,Av. de Andalucía,comercial,550,509,41,0.0748,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,TE,Tejón y Rodríguez,centro,100,96,4,0.0366,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,AL,Alcazaba,centro,200,176,24,0.1225,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,SJ,San Juan de la Cruz,comercial,450,407,43,0.0964,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,CY,Carlos Haya,hospital,400,348,52,0.129,LIBRE
2026-05-16 03:00:00,2026-05-16,3,0,5,1,PB,Pío Baroja,playa,200,173,27,0.1363,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,CE,Cervantes,centro,400,352,48,0.1202,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,MA,Pz. de la Marina,centro,180,157,23,0.129,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,CA,Camas,comercial,250,240,10,0.0385,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,PA,El Palo,playa,120,105,15,0.1247,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,AN,Av. de Andalucía,comercial,550,524,26,0.0473,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,TE,Tejón y Rodríguez,centro,100,98,2,0.0228,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,AL,Alcazaba,centro,200,174,26,0.1275,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,SJ,San Juan de la Cruz,comercial,450,422,28,0.0623,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,CY,Carlos Haya,hospital,400,353,47,0.1186,LIBRE
2026-05-16 03:30:00,2026-05-16,3,30,5,1,PB,Pío Baroja,playa,200,172,28,0.1382,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,CE,Cervantes,centro,400,366,34,0.0841,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,MA,Pz. de la Marina,centro,180,162,18,0.101,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,CA,Camas,comercial,250,245,5,0.02,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,PA,El Palo,playa,120,110,10,0.0842,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,AN,Av. de Andalucía,comercial,550,535,15,0.0279,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,TE,Tejón y Rodríguez,centro,100,96,4,0.0444,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,AL,Alcazaba,centro,200,173,27,0.1371,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,SJ,San Juan de la Cruz,comercial,450,427,23,0.0522,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,CY,Carlos Haya,hospital,400,352,48,0.1195,LIBRE
2026-05-16 04:00:00,2026-05-16,4,0,5,1,PB,Pío Baroja,playa,200,175,25,0.1249,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,CE,Cervantes,centro,400,358,42,0.104,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,MA,Pz. de la Marina,centro,180,160,20,0.111,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,CA,Camas,comercial,250,243,7,0.0298,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,PA,El Palo,playa,120,113,7,0.0577,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,AN,Av. de Andalucía,comercial,550,522,28,0.0511,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,TE,Tejón y Rodríguez,centro,100,94,6,0.0586,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,AL,Alcazaba,centro,200,171,29,0.1447,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,SJ,San Juan de la Cruz,comercial,450,430,20,0.0448,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,CY,Carlos Haya,hospital,400,335,65,0.1625,LIBRE
2026-05-16 04:30:00,2026-05-16,4,30,5,1,PB,Pío Baroja,playa,200,180,20,0.1025,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,CE,Cervantes,centro,400,347,53,0.1336,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,MA,Pz. de la Marina,centro,180,162,18,0.1016,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,CA,Camas,comercial,250,244,6,0.023,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,PA,El Palo,playa,120,114,6,0.0482,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,AN,Av. de Andalucía,comercial,550,524,26,0.047,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,TE,Tejón y Rodríguez,centro,100,90,10,0.0976,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,AL,Alcazaba,centro,200,171,29,0.1427,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,SJ,San Juan de la Cruz,comercial,450,421,29,0.0636,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,CY,Carlos Haya,hospital,400,364,36,0.0904,LIBRE
2026-05-16 05:00:00,2026-05-16,5,0,5,1,PB,Pío Baroja,playa,200,175,25,0.1255,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,CE,Cervantes,centro,400,349,51,0.1284,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,MA,Pz. de la Marina,centro,180,166,14,0.0784,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,CA,Camas,comercial,250,245,5,0.02,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,PA,El Palo,playa,120,112,8,0.0697,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,AN,Av. de Andalucía,comercial,550,500,50,0.091,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,TE,Tejón y Rodríguez,centro,100,94,6,0.0629,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,AL,Alcazaba,centro,200,178,22,0.1102,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,SJ,San Juan de la Cruz,comercial,450,408,42,0.0935,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,CY,Carlos Haya,hospital,400,365,35,0.0881,LIBRE
2026-05-16 05:30:00,2026-05-16,5,30,5,1,PB,Pío Baroja,playa,200,177,23,0.1147,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,CE,Cervantes,centro,400,351,49,0.1223,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,MA,Pz. de la Marina,centro,180,170,10,0.0538,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,CA,Camas,comercial,250,238,12,0.0495,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,PA,El Palo,playa,120,111,9,0.0725,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,AN,Av. de Andalucía,comercial,550,486,64,0.1159,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,TE,Tejón y Rodríguez,centro,100,93,7,0.0741,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,AL,Alcazaba,centro,200,167,33,0.1642,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,SJ,San Juan de la Cruz,comercial,450,404,46,0.1025,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,CY,Carlos Haya,hospital,400,344,56,0.1408,LIBRE
2026-05-16 06:00:00,2026-05-16,6,0,5,1,PB,Pío Baroja,playa,200,180,20,0.1017,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,CE,Cervantes,centro,400,355,45,0.1126,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,MA,Pz. de la Marina,centro,180,166,14,0.0758,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,CA,Camas,comercial,250,223,27,0.1083,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,PA,El Palo,playa,120,112,8,0.0627,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,AN,Av. de Andalucía,comercial,550,475,75,0.1359,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,TE,Tejón y Rodríguez,centro,100,90,10,0.0967,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,AL,Alcazaba,centro,200,163,37,0.1833,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,SJ,San Juan de la Cruz,comercial,450,396,54,0.1196,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,CY,Carlos Haya,hospital,400,342,58,0.1449,LIBRE
2026-05-16 06:30:00,2026-05-16,6,30,5,1,PB,Pío Baroja,playa,200,178,22,0.1122,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,CE,Cervantes,centro,400,359,41,0.1016,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,MA,Pz. de la Marina,centro,180,160,20,0.1119,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,CA,Camas,comercial,250,221,29,0.116,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,PA,El Palo,playa,120,96,24,0.1994,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,AN,Av. de Andalucía,comercial,550,481,69,0.1248,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,TE,Tejón y Rodríguez,centro,100,87,13,0.1297,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,AL,Alcazaba,centro,200,171,29,0.1431,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,SJ,San Juan de la Cruz,comercial,450,397,53,0.1188,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,CY,Carlos Haya,hospital,400,333,67,0.1679,LIBRE
2026-05-16 07:00:00,2026-05-16,7,0,5,1,PB,Pío Baroja,playa,200,159,41,0.2041,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,CE,Cervantes,centro,400,335,65,0.1613,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,MA,Pz. de la Marina,centro,180,156,24,0.1312,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,CA,Camas,comercial,250,225,25,0.0983,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,PA,El Palo,playa,120,89,31,0.256,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,AN,Av. de Andalucía,comercial,550,470,80,0.1453,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,TE,Tejón y Rodríguez,centro,100,84,16,0.1571,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,AL,Alcazaba,centro,200,173,27,0.1366,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,SJ,San Juan de la Cruz,comercial,450,380,70,0.1565,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,CY,Carlos Haya,hospital,400,328,72,0.1798,LIBRE
2026-05-16 07:30:00,2026-05-16,7,30,5,1,PB,Pío Baroja,playa,200,147,53,0.2654,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,CE,Cervantes,centro,400,306,94,0.2348,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,MA,Pz. de la Marina,centro,180,145,35,0.1971,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,CA,Camas,comercial,250,209,41,0.166,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,PA,El Palo,playa,120,70,50,0.4131,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,AN,Av. de Andalucía,comercial,550,441,109,0.1978,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,TE,Tejón y Rodríguez,centro,100,81,19,0.1926,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,AL,Alcazaba,centro,200,162,38,0.1885,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,SJ,San Juan de la Cruz,comercial,450,344,106,0.2366,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,CY,Carlos Haya,hospital,400,318,82,0.2038,LIBRE
2026-05-16 08:00:00,2026-05-16,8,0,5,1,PB,Pío Baroja,playa,200,124,76,0.3788,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,CE,Cervantes,centro,400,286,114,0.2842,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,MA,Pz. de la Marina,centro,180,141,39,0.2151,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,CA,Camas,comercial,250,209,41,0.163,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,PA,El Palo,playa,120,63,57,0.4766,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,AN,Av. de Andalucía,comercial,550,421,129,0.2342,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,TE,Tejón y Rodríguez,centro,100,79,21,0.2096,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,AL,Alcazaba,centro,200,151,49,0.2437,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,SJ,San Juan de la Cruz,comercial,450,328,122,0.2708,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,CY,Carlos Haya,hospital,400,323,77,0.1928,LIBRE
2026-05-16 08:30:00,2026-05-16,8,30,5,1,PB,Pío Baroja,playa,200,108,92,0.4581,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,CE,Cervantes,centro,400,268,132,0.3291,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,MA,Pz. de la Marina,centro,180,135,45,0.2485,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,CA,Camas,comercial,250,177,73,0.2904,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,PA,El Palo,playa,120,53,67,0.5575,DISPONIBLE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,AN,Av. de Andalucía,comercial,550,379,171,0.3103,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,TE,Tejón y Rodríguez,centro,100,71,29,0.2948,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,AL,Alcazaba,centro,200,136,64,0.3178,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,SJ,San Juan de la Cruz,comercial,450,297,153,0.3401,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,CY,Carlos Haya,hospital,400,306,94,0.235,LIBRE
2026-05-16 09:00:00,2026-05-16,9,0,5,1,PB,Pío Baroja,playa,200,86,114,0.571,DISPONIBLE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,CE,Cervantes,centro,400,261,139,0.3475,LIBRE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,MA,Pz. de la Marina,centro,180,123,57,0.3185,LIBRE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,CA,Camas,comercial,250,158,92,0.3684,LIBRE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,PA,El Palo,playa,120,39,81,0.6719,DISPONIBLE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,AN,Av. de Andalucía,comercial,550,365,185,0.3357,LIBRE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,TE,Tejón y Rodríguez,centro,100,64,36,0.3587,LIBRE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,AL,Alcazaba,centro,200,130,70,0.3498,LIBRE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,SJ,San Juan de la Cruz,comercial,450,270,180,0.4006,LIBRE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,CY,Carlos Haya,hospital,400,279,121,0.302,LIBRE
2026-05-16 09:30:00,2026-05-16,9,30,5,1,PB,Pío Baroja,playa,200,75,125,0.6245,DISPONIBLE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,CE,Cervantes,centro,400,211,189,0.4733,LIBRE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,MA,Pz. de la Marina,centro,180,111,69,0.3859,LIBRE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,CA,Camas,comercial,250,129,121,0.4826,LIBRE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,PA,El Palo,playa,120,34,86,0.7131,DISPONIBLE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,AN,Av. de Andalucía,comercial,550,311,239,0.4337,LIBRE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,TE,Tejón y Rodríguez,centro,100,57,43,0.4267,LIBRE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,AL,Alcazaba,centro,200,118,82,0.4118,LIBRE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,SJ,San Juan de la Cruz,comercial,450,224,226,0.5015,DISPONIBLE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,CY,Carlos Haya,hospital,400,294,106,0.2638,LIBRE
2026-05-16 10:00:00,2026-05-16,10,0,5,1,PB,Pío Baroja,playa,200,52,148,0.7422,DISPONIBLE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,CE,Cervantes,centro,400,200,200,0.5011,DISPONIBLE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,MA,Pz. de la Marina,centro,180,92,88,0.4877,LIBRE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,CA,Camas,comercial,250,118,132,0.5287,DISPONIBLE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,PA,El Palo,playa,120,29,91,0.7615,DISPONIBLE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,AN,Av. de Andalucía,comercial,550,221,329,0.5987,DISPONIBLE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,TE,Tejón y Rodríguez,centro,100,55,45,0.4509,LIBRE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,AL,Alcazaba,centro,200,115,85,0.4249,LIBRE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,SJ,San Juan de la Cruz,comercial,450,201,249,0.5534,DISPONIBLE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,CY,Carlos Haya,hospital,400,279,121,0.3015,LIBRE
2026-05-16 10:30:00,2026-05-16,10,30,5,1,PB,Pío Baroja,playa,200,42,158,0.7919,DISPONIBLE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,CE,Cervantes,centro,400,169,231,0.5781,DISPONIBLE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,MA,Pz. de la Marina,centro,180,85,95,0.53,DISPONIBLE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,CA,Camas,comercial,250,107,143,0.57,DISPONIBLE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,PA,El Palo,playa,120,25,95,0.7921,DISPONIBLE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,AN,Av. de Andalucía,comercial,550,170,380,0.6901,DISPONIBLE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,TE,Tejón y Rodríguez,centro,100,48,52,0.5223,DISPONIBLE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,AL,Alcazaba,centro,200,111,89,0.4435,LIBRE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,SJ,San Juan de la Cruz,comercial,450,168,282,0.6265,DISPONIBLE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,CY,Carlos Haya,hospital,400,254,146,0.366,LIBRE
2026-05-16 11:00:00,2026-05-16,11,0,5,1,PB,Pío Baroja,playa,200,25,175,0.8775,LLENO
2026-05-16 11:30:00,2026-05-16,11,30,5,1,CE,Cervantes,centro,400,155,245,0.6137,DISPONIBLE
